flag_id,date,category,severity,action,reviewer_id,resolution_hrs,ml_score,coordinated_flag,attack_id
F032753,2024-03-11,harassment,medium,human_review,REV012,2.8,0.8086,False,
F032754,2024-03-11,harassment,medium,downrank,REV017,10.3,0.7631,False,
F032755,2024-03-11,harassment,low,downrank,REV019,9.8,0.8825,False,
F032756,2024-03-11,harassment,low,allow,REV018,21.0,0.8141,False,
F032757,2024-03-11,harassment,high,auto_block,REV007,0.4,0.7804,False,
F032758,2024-03-11,harassment,high,auto_block,REV003,0.4,0.8737,False,
F032759,2024-03-11,harassment,high,auto_block,REV002,6.4,0.6818,False,
F032760,2024-03-11,harassment,medium,downrank,REV011,7.9,0.7568,False,
F032761,2024-03-11,harassment,low,allow,REV017,64.0,0.8237,False,
F032762,2024-03-11,harassment,critical,human_review,REV018,4.2,0.8122,False,
F032763,2024-03-11,harassment,high,auto_block,REV007,2.3,0.775,False,
F032764,2024-03-11,harassment,low,downrank,REV004,4.4,0.7512,False,
F032765,2024-03-11,harassment,high,human_review,REV012,1.7,0.787,False,
F032766,2024-03-11,harassment,low,allow,REV009,68.8,0.7834,False,
F032767,2024-03-11,harassment,high,human_review,REV011,39.7,0.7824,False,
F032768,2024-03-11,harassment,low,downrank,REV011,3.0,0.8719,False,
F032769,2024-03-11,harassment,low,allow,REV001,50.3,0.7269,False,
F032770,2024-03-11,harassment,low,downrank,REV008,31.9,0.7911,False,
F032771,2024-03-11,harassment,low,allow,REV005,78.2,0.8802,False,
F032772,2024-03-11,harassment,high,auto_block,REV006,9.5,0.8582,False,
F032773,2024-03-11,harassment,critical,auto_block,REV009,2.2,0.8431,False,
F032774,2024-03-11,harassment,high,auto_block,REV019,0.9,0.8062,False,
F032775,2024-03-11,harassment,medium,human_review,REV002,11.3,0.7642,False,
F032776,2024-03-11,harassment,low,allow,REV015,120.2,0.8414,False,
F032777,2024-03-11,harassment,medium,human_review,REV002,9.7,0.88,False,
F032778,2024-03-11,harassment,low,downrank,REV017,57.1,0.9008,False,
F032779,2024-03-11,harassment,low,allow,REV012,16.1,0.7537,False,
F032780,2024-03-11,harassment,medium,human_review,REV007,59.4,0.7626,False,
F032781,2024-03-11,harassment,medium,human_review,REV013,23.5,0.7719,False,
F032782,2024-03-11,harassment,low,allow,REV001,91.5,0.8268,False,
F032783,2024-03-11,harassment,low,downrank,REV005,64.2,0.8342,False,
F032784,2024-03-11,harassment,low,allow,REV015,19.0,0.7456,False,
F032785,2024-03-11,harassment,low,allow,REV005,47.1,0.8814,False,
F032786,2024-03-11,harassment,medium,downrank,REV014,0.9,0.7521,False,
F032787,2024-03-11,harassment,low,allow,REV016,25.4,0.7484,False,
F032788,2024-03-11,harassment,medium,downrank,REV007,30.4,0.9304,False,
F032789,2024-03-11,harassment,high,auto_block,REV016,15.6,0.8072,False,
F032790,2024-03-11,harassment,high,human_review,REV005,6.6,0.793,False,
F032791,2024-03-11,harassment,low,allow,REV012,32.1,0.8102,False,
F032792,2024-03-11,harassment,medium,downrank,REV008,2.1,0.738,False,
F032793,2024-03-11,harassment,medium,human_review,REV002,8.0,0.845,False,
F032794,2024-03-11,harassment,low,downrank,REV004,7.9,0.7964,False,
F032795,2024-03-11,harassment,low,downrank,REV001,51.8,0.7677,False,
F032796,2024-03-11,harassment,low,downrank,REV007,18.9,0.8652,False,
F032797,2024-03-11,harassment,high,auto_block,REV005,7.1,0.8588,False,
F032798,2024-03-11,harassment,low,allow,REV006,83.8,0.7861,False,
F032799,2024-03-11,harassment,high,human_review,REV006,5.9,0.8988,False,
F032800,2024-03-11,harassment,low,downrank,REV013,64.9,0.7679,False,
F032801,2024-03-11,harassment,low,allow,REV012,89.6,0.8522,False,
F032802,2024-03-11,harassment,low,allow,REV007,21.3,0.8058,False,
F032803,2024-03-11,harassment,low,downrank,REV008,33.1,0.8115,False,
F032804,2024-03-11,harassment,low,allow,REV014,95.7,0.7578,False,
F032805,2024-03-11,harassment,low,allow,REV009,17.9,0.7333,False,
F032806,2024-03-11,harassment,low,downrank,REV016,39.6,0.8554,False,
F032807,2024-03-11,harassment,low,allow,REV016,29.0,0.7731,False,
F032808,2024-03-11,harassment,low,allow,REV007,14.4,0.7938,False,
F032809,2024-03-11,harassment,low,downrank,REV004,60.9,0.8075,False,
F032810,2024-03-11,harassment,high,auto_block,REV020,17.6,0.8232,False,
F032811,2024-03-11,harassment,low,allow,REV012,30.0,0.7548,False,
F032812,2024-03-11,harassment,low,allow,REV008,13.5,0.7125,False,
F032813,2024-03-11,harassment,high,auto_block,REV019,2.2,0.7349,False,
F032814,2024-03-11,harassment,low,allow,REV010,7.0,0.8166,False,
F032815,2024-03-11,harassment,high,human_review,REV003,23.0,0.7444,False,
F032816,2024-03-11,harassment,low,allow,REV011,53.4,0.7739,False,
F032817,2024-03-11,harassment,critical,auto_block,REV020,5.7,0.8513,False,
F032818,2024-03-11,harassment,low,downrank,REV018,37.5,0.8421,False,
F032819,2024-03-11,harassment,low,downrank,REV011,63.1,0.8055,False,
F032820,2024-03-11,harassment,low,downrank,REV011,90.5,0.8119,False,
F032821,2024-03-11,harassment,low,downrank,REV007,34.9,0.8156,False,
F032822,2024-03-11,harassment,low,allow,REV009,112.0,0.7989,False,
F032823,2024-03-11,harassment,medium,downrank,REV003,33.4,0.7423,False,
F032824,2024-03-11,harassment,medium,human_review,REV012,24.1,0.7819,False,
F032825,2024-03-11,harassment,critical,auto_block,REV014,16.8,0.8122,False,
F032826,2024-03-11,harassment,medium,downrank,REV013,18.7,0.7918,False,
F032827,2024-03-11,harassment,high,human_review,REV015,8.6,0.724,False,
F032828,2024-03-11,harassment,low,allow,REV018,27.6,0.8036,False,
F032829,2024-03-11,harassment,low,downrank,REV016,116.5,0.7988,False,
F032830,2024-03-11,harassment,medium,downrank,REV004,3.2,0.8684,False,
F032831,2024-03-11,harassment,medium,human_review,REV019,16.3,0.7916,False,
F032832,2024-03-11,harassment,high,human_review,REV014,1.2,0.8024,False,
F032833,2024-03-11,harassment,low,allow,REV013,29.9,0.757,False,
F032834,2024-03-11,harassment,medium,human_review,REV012,0.6,0.7701,False,
F032835,2024-03-11,harassment,low,allow,REV003,0.9,0.7886,False,
F032836,2024-03-11,harassment,high,auto_block,REV011,8.0,0.8344,False,
F032837,2024-03-11,harassment,low,downrank,REV004,49.9,0.7638,False,
F032838,2024-03-11,harassment,medium,human_review,REV020,18.9,0.6844,False,
F032839,2024-03-11,harassment,medium,human_review,REV003,39.3,0.8655,False,
F032840,2024-03-11,harassment,low,allow,REV008,24.0,0.8095,False,
F032841,2024-03-11,harassment,high,auto_block,REV003,1.0,0.7465,False,
F032842,2024-03-11,harassment,low,allow,REV004,45.6,0.7656,False,
F032843,2024-03-11,harassment,medium,downrank,REV019,13.8,0.8787,False,
F032844,2024-03-11,harassment,medium,downrank,REV014,3.9,0.7986,False,
F032845,2024-03-11,harassment,high,auto_block,REV002,1.0,0.7619,False,
F032846,2024-03-11,harassment,low,downrank,REV003,0.8,0.827,False,
F032847,2024-03-11,harassment,medium,downrank,REV006,9.7,0.8324,False,
F032848,2024-03-11,harassment,medium,downrank,REV015,9.3,0.7956,False,
F032849,2024-03-11,harassment,low,allow,REV012,54.0,0.8264,False,
F032850,2024-03-11,harassment,medium,human_review,REV004,15.9,0.8583,False,
F032851,2024-03-11,harassment,medium,human_review,REV007,2.6,0.9082,False,
F032852,2024-03-11,harassment,low,allow,REV016,41.8,0.814,False,
F032853,2024-03-11,harassment,medium,human_review,REV017,4.2,0.7588,False,
F032854,2024-03-11,harassment,low,allow,REV005,58.9,0.7568,False,
F032855,2024-03-11,harassment,critical,auto_block,REV009,8.9,0.7429,False,
F032856,2024-03-11,harassment,medium,human_review,REV012,26.7,0.7524,False,
F032857,2024-03-11,harassment,medium,human_review,REV005,31.2,0.7282,False,
F032858,2024-03-11,harassment,low,allow,REV012,66.7,0.7712,False,
F032859,2024-03-11,harassment,medium,human_review,REV003,0.8,0.7836,False,
F032860,2024-03-11,harassment,low,allow,REV005,0.8,0.8438,False,
F032861,2024-03-11,harassment,medium,human_review,REV005,38.6,0.7271,False,
F032862,2024-03-11,harassment,medium,downrank,REV020,1.6,0.7407,False,
F032863,2024-03-11,harassment,medium,human_review,REV009,76.0,0.7693,False,
F032864,2024-03-11,harassment,low,allow,REV012,5.6,0.8579,False,
F032865,2024-03-11,harassment,low,allow,REV009,110.4,0.8138,False,
F032866,2024-03-11,harassment,critical,auto_block,REV014,3.3,0.7746,False,
F032867,2024-03-11,harassment,medium,downrank,REV015,4.9,0.7626,False,
F032868,2024-03-11,harassment,low,allow,REV010,76.6,0.8083,False,
F032869,2024-03-11,harassment,medium,human_review,REV007,10.0,0.9265,False,
F032870,2024-03-11,harassment,low,allow,REV018,22.4,0.7736,False,
F032871,2024-03-11,harassment,critical,auto_block,REV012,12.0,0.802,False,
F032872,2024-03-11,harassment,low,allow,REV007,58.0,0.8486,False,
F032873,2024-03-11,harassment,high,auto_block,REV013,11.7,0.7988,False,
F032874,2024-03-11,harassment,low,downrank,REV014,52.2,0.8333,False,
F032875,2024-03-11,harassment,low,downrank,REV014,29.5,0.7797,False,
F032876,2024-03-11,harassment,medium,human_review,REV017,1.1,0.8192,False,
F032877,2024-03-11,harassment,low,downrank,REV018,141.4,0.8499,False,
F032878,2024-03-11,harassment,low,downrank,REV004,52.6,0.7787,False,
F032879,2024-03-11,harassment,low,allow,REV007,9.2,0.7143,False,
F032880,2024-03-11,harassment,low,allow,REV001,11.6,0.8225,False,
F032881,2024-03-11,harassment,high,auto_block,REV005,2.7,0.7898,False,
F032882,2024-03-11,harassment,high,human_review,REV012,21.1,0.8049,False,
F032883,2024-03-11,harassment,low,allow,REV012,77.8,0.7903,False,
F032884,2024-03-11,harassment,medium,downrank,REV002,17.9,0.7926,False,
F032885,2024-03-11,harassment,low,downrank,REV020,18.6,0.7904,False,
F032886,2024-03-11,harassment,low,downrank,REV018,36.7,0.7613,False,
F032887,2024-03-11,harassment,low,allow,REV004,31.9,0.7849,False,
F032888,2024-03-11,harassment,high,auto_block,REV014,3.1,0.6682,False,
F032889,2024-03-11,harassment,medium,downrank,REV014,14.0,0.7956,False,
F032890,2024-03-11,harassment,high,human_review,REV006,8.9,0.7701,False,
F032891,2024-03-11,harassment,low,downrank,REV016,45.8,0.8207,False,
F032892,2024-03-11,harassment,medium,downrank,REV018,24.6,0.7725,False,
F032893,2024-03-11,harassment,low,downrank,REV004,45.7,0.8207,False,
F032894,2024-03-11,harassment,medium,human_review,REV010,27.4,0.8144,False,
F032895,2024-03-11,harassment,low,allow,REV017,61.8,0.7854,False,
F032896,2024-03-11,harassment,medium,human_review,REV004,13.2,0.855,False,
F032897,2024-03-11,harassment,low,allow,REV001,76.5,0.7307,False,
F032898,2024-03-11,harassment,low,allow,REV010,65.4,0.8332,False,
F032899,2024-03-11,harassment,medium,downrank,REV003,57.5,0.7487,False,
F032900,2024-03-11,harassment,low,downrank,REV003,130.9,0.8981,False,
F032901,2024-03-11,harassment,medium,human_review,REV006,3.2,0.7936,False,
F032902,2024-03-11,harassment,medium,human_review,REV012,0.0,0.8629,False,
F032903,2024-03-11,harassment,medium,human_review,REV019,4.9,0.7523,False,
F032904,2024-03-11,harassment,low,allow,REV006,32.1,0.7738,False,
F032905,2024-03-11,harassment,critical,human_review,REV011,7.4,0.8281,False,
F032906,2024-03-11,hate_speech,medium,downrank,REV019,24.1,0.7815,False,
F032907,2024-03-11,hate_speech,high,human_review,REV005,5.7,0.8429,False,
F032908,2024-03-11,hate_speech,medium,human_review,REV008,51.2,0.7159,False,
F032909,2024-03-11,hate_speech,low,allow,REV016,60.8,0.7608,False,
F032910,2024-03-11,hate_speech,medium,human_review,REV010,43.3,0.8398,False,
F032911,2024-03-11,hate_speech,low,downrank,REV019,16.3,0.7257,False,
F032912,2024-03-11,hate_speech,medium,downrank,REV007,5.8,0.7489,False,
F032913,2024-03-11,hate_speech,low,allow,REV015,12.3,0.7256,False,
F032914,2024-03-11,hate_speech,medium,downrank,REV017,21.3,0.7682,False,
F032915,2024-03-11,hate_speech,medium,human_review,REV001,39.1,0.7957,False,
F032916,2024-03-11,hate_speech,low,allow,REV004,69.1,0.8184,False,
F032917,2024-03-11,hate_speech,low,allow,REV006,110.3,0.7715,False,
F032918,2024-03-11,hate_speech,medium,downrank,REV001,100.4,0.861,False,
F032919,2024-03-11,hate_speech,low,downrank,REV003,23.8,0.7815,False,
F032920,2024-03-11,hate_speech,medium,downrank,REV016,54.1,0.8481,False,
F032921,2024-03-11,hate_speech,low,downrank,REV005,51.4,0.7445,False,
F032922,2024-03-11,hate_speech,high,auto_block,REV020,7.0,0.8244,False,
F032923,2024-03-11,hate_speech,medium,downrank,REV008,0.1,0.8399,False,
F032924,2024-03-11,hate_speech,low,downrank,REV002,23.1,0.7994,False,
F032925,2024-03-11,hate_speech,low,downrank,REV007,18.2,0.8184,False,
F032926,2024-03-11,hate_speech,low,downrank,REV008,56.5,0.8218,False,
F032927,2024-03-11,hate_speech,low,downrank,REV008,72.8,0.7479,False,
F032928,2024-03-11,hate_speech,critical,human_review,REV018,4.0,0.7797,False,
F032929,2024-03-11,hate_speech,high,human_review,REV019,44.0,0.7582,False,
F032930,2024-03-11,hate_speech,high,human_review,REV006,4.1,0.8043,False,
F032931,2024-03-11,hate_speech,high,auto_block,REV005,8.9,0.7839,False,
F032932,2024-03-11,hate_speech,high,human_review,REV002,3.2,0.8509,False,
F032933,2024-03-11,hate_speech,medium,downrank,REV018,5.2,0.7285,False,
F032934,2024-03-11,hate_speech,low,downrank,REV016,141.9,0.6946,False,
F032935,2024-03-11,hate_speech,medium,downrank,REV007,30.4,0.7902,False,
F032936,2024-03-11,hate_speech,low,allow,REV019,2.1,0.7746,False,
F032937,2024-03-11,hate_speech,low,allow,REV010,79.9,0.8239,False,
F032938,2024-03-11,hate_speech,medium,downrank,REV003,1.9,0.807,False,
F032939,2024-03-11,hate_speech,low,downrank,REV020,24.1,0.7913,False,
F032940,2024-03-11,hate_speech,medium,human_review,REV014,1.7,0.7745,False,
F032941,2024-03-11,hate_speech,low,allow,REV017,48.2,0.7847,False,
F032942,2024-03-11,hate_speech,low,allow,REV012,69.3,0.8208,False,
F032943,2024-03-11,hate_speech,high,human_review,REV005,3.9,0.7439,False,
F032944,2024-03-11,hate_speech,low,allow,REV016,17.9,0.8818,False,
F032945,2024-03-11,hate_speech,low,downrank,REV004,17.8,0.7646,False,
F032946,2024-03-11,hate_speech,medium,human_review,REV017,8.6,0.88,False,
F032947,2024-03-11,hate_speech,high,auto_block,REV011,1.1,0.7707,False,
F032948,2024-03-11,hate_speech,high,auto_block,REV018,15.3,0.836,False,
F032949,2024-03-11,hate_speech,medium,downrank,REV015,47.5,0.7766,False,
F032950,2024-03-11,hate_speech,medium,human_review,REV013,35.6,0.8618,False,
F032951,2024-03-11,hate_speech,medium,downrank,REV001,21.9,0.7918,False,
F032952,2024-03-11,hate_speech,medium,human_review,REV020,73.6,0.7826,False,
F032953,2024-03-11,hate_speech,medium,human_review,REV020,16.3,0.823,False,
F032954,2024-03-11,hate_speech,critical,auto_block,REV011,18.0,0.9141,False,
F032955,2024-03-11,hate_speech,medium,human_review,REV020,17.9,0.8096,False,
F032956,2024-03-11,hate_speech,low,allow,REV006,24.1,0.8689,False,
F032957,2024-03-11,hate_speech,high,auto_block,REV014,2.0,0.8326,False,
F032958,2024-03-11,hate_speech,medium,downrank,REV005,70.7,0.7537,False,
F032959,2024-03-11,hate_speech,low,allow,REV005,51.3,0.8741,False,
F032960,2024-03-11,hate_speech,low,allow,REV001,63.1,0.8333,False,
F032961,2024-03-11,hate_speech,medium,human_review,REV020,1.4,0.8208,False,
F032962,2024-03-11,hate_speech,critical,auto_block,REV005,11.8,0.716,False,
F032963,2024-03-11,hate_speech,high,auto_block,REV004,0.9,0.7388,False,
F032964,2024-03-11,hate_speech,low,downrank,REV019,63.5,0.8077,False,
F032965,2024-03-11,hate_speech,medium,human_review,REV018,210.2,0.801,False,
F032966,2024-03-11,hate_speech,low,allow,REV001,93.6,0.6772,False,
F032967,2024-03-11,hate_speech,low,allow,REV010,16.4,0.7959,False,
F032968,2024-03-11,spam,low,downrank,REV001,31.9,0.7797,False,
F032969,2024-03-11,spam,medium,downrank,REV009,0.8,0.8543,False,
F032970,2024-03-11,spam,low,downrank,REV013,16.7,0.8083,False,
F032971,2024-03-11,spam,critical,human_review,REV013,2.1,0.8177,False,
F032972,2024-03-11,spam,medium,downrank,REV002,3.6,0.7674,False,
F032973,2024-03-11,spam,low,downrank,REV014,52.6,0.9074,False,
F032974,2024-03-11,spam,low,downrank,REV006,45.5,0.8339,False,
F032975,2024-03-11,spam,low,allow,REV017,42.3,0.8321,False,
F032976,2024-03-11,spam,medium,human_review,REV009,10.7,0.7905,False,
F032977,2024-03-11,spam,critical,auto_block,REV017,6.8,0.7088,False,
F032978,2024-03-11,spam,low,allow,REV006,101.2,0.7932,False,
F032979,2024-03-11,spam,low,downrank,REV020,10.2,0.7801,False,
F032980,2024-03-11,spam,medium,downrank,REV006,1.2,0.7818,False,
F032981,2024-03-11,spam,low,downrank,REV017,5.7,0.8179,False,
F032982,2024-03-11,spam,critical,auto_block,REV014,2.6,0.857,False,
F032983,2024-03-11,spam,low,allow,REV019,32.1,0.7821,False,
F032984,2024-03-11,spam,low,downrank,REV016,40.2,0.7803,False,
F032985,2024-03-11,spam,low,allow,REV015,21.0,0.8346,False,
F032986,2024-03-11,spam,low,allow,REV010,12.6,0.9171,False,
F032987,2024-03-11,spam,medium,human_review,REV015,0.5,0.838,False,
F032988,2024-03-11,spam,high,auto_block,REV019,1.8,0.7457,False,
F032989,2024-03-11,spam,medium,downrank,REV006,29.5,0.8333,False,
F032990,2024-03-11,spam,medium,human_review,REV014,22.4,0.8285,False,
F032991,2024-03-11,spam,low,allow,REV018,60.8,0.7418,False,
F032992,2024-03-11,spam,high,human_review,REV015,30.2,0.7558,False,
F032993,2024-03-11,spam,low,downrank,REV019,102.9,0.7705,False,
F032994,2024-03-11,spam,critical,auto_block,REV003,2.6,0.7417,False,
F032995,2024-03-11,spam,critical,auto_block,REV013,9.4,0.9364,False,
F032996,2024-03-11,spam,low,downrank,REV008,14.9,0.8138,False,
F032997,2024-03-11,spam,low,allow,REV013,2.0,0.7928,False,
F032998,2024-03-11,spam,medium,human_review,REV009,7.1,0.7691,False,
F032999,2024-03-11,spam,medium,human_review,REV016,19.1,0.764,False,
F033000,2024-03-11,spam,low,allow,REV014,24.9,0.8646,False,
F033001,2024-03-11,spam,medium,human_review,REV011,4.7,0.823,False,
F033002,2024-03-11,spam,low,downrank,REV015,129.4,0.7605,False,
F033003,2024-03-11,spam,medium,downrank,REV001,3.2,0.7721,False,
F033004,2024-03-11,spam,high,human_review,REV006,34.7,0.8298,False,
F033005,2024-03-11,spam,low,allow,REV009,3.7,0.854,False,
F033006,2024-03-11,spam,low,allow,REV017,40.2,0.8515,False,
F033007,2024-03-11,spam,low,allow,REV011,112.1,0.8258,False,
F033008,2024-03-11,spam,medium,human_review,REV016,18.4,0.7477,False,
F033009,2024-03-11,spam,low,downrank,REV018,40.8,0.666,False,
F033010,2024-03-11,spam,low,downrank,REV012,87.6,0.9505,False,
F033011,2024-03-11,spam,high,auto_block,REV011,9.7,0.7892,False,
F033012,2024-03-11,spam,medium,downrank,REV017,24.6,0.7626,False,
F033013,2024-03-11,spam,low,downrank,REV019,5.6,0.8533,False,
F033014,2024-03-11,spam,high,human_review,REV019,1.4,0.8279,False,
F033015,2024-03-11,spam,high,auto_block,REV020,7.3,0.7307,False,
F033016,2024-03-11,spam,critical,auto_block,REV015,0.6,0.7755,False,
F033017,2024-03-11,spam,low,allow,REV016,5.3,0.7797,False,
F033018,2024-03-11,spam,low,allow,REV007,5.8,0.8072,False,
F033019,2024-03-11,spam,high,auto_block,REV010,2.7,0.8054,False,
F033020,2024-03-11,spam,low,allow,REV015,58.4,0.7445,False,
F033021,2024-03-11,spam,high,human_review,REV010,18.4,0.7632,False,
F033022,2024-03-11,spam,low,allow,REV016,96.5,0.7576,False,
F033023,2024-03-11,spam,low,downrank,REV015,9.1,0.8181,False,
F033024,2024-03-11,spam,low,downrank,REV018,12.0,0.7611,False,
F033025,2024-03-11,spam,low,allow,REV018,175.7,0.8065,False,
F033026,2024-03-11,spam,low,downrank,REV010,5.0,0.7584,False,
F033027,2024-03-11,spam,low,allow,REV017,37.5,0.7164,False,
F033028,2024-03-11,spam,low,downrank,REV017,185.6,0.7365,False,
F033029,2024-03-11,spam,medium,human_review,REV008,1.5,0.8825,False,
F033030,2024-03-11,spam,medium,downrank,REV006,22.9,0.7209,False,
F033031,2024-03-11,spam,medium,downrank,REV004,19.3,0.8795,False,
F033032,2024-03-11,spam,high,auto_block,REV012,1.0,0.7628,False,
F033033,2024-03-11,spam,medium,downrank,REV005,50.3,0.7623,False,
F033034,2024-03-11,spam,high,human_review,REV017,6.1,0.8121,False,
F033035,2024-03-11,spam,low,downrank,REV003,4.5,0.7986,False,
F033036,2024-03-11,spam,critical,auto_block,REV007,3.5,0.7777,False,
F033037,2024-03-11,spam,low,allow,REV007,2.7,0.9144,False,
F033038,2024-03-11,spam,medium,downrank,REV001,7.7,0.7651,False,
F033039,2024-03-11,spam,critical,auto_block,REV003,8.5,0.7454,False,
F033040,2024-03-11,spam,high,human_review,REV017,4.5,0.8017,False,
F033041,2024-03-11,spam,critical,auto_block,REV012,3.1,0.8086,False,
F033042,2024-03-11,spam,high,human_review,REV009,6.1,0.7775,False,
F033043,2024-03-11,spam,medium,downrank,REV001,28.3,0.8925,False,
F033044,2024-03-11,spam,low,downrank,REV018,7.9,0.822,False,
F033045,2024-03-11,spam,high,auto_block,REV016,58.1,0.7633,False,
F033046,2024-03-11,spam,medium,downrank,REV013,9.4,0.8422,False,
F033047,2024-03-11,spam,low,allow,REV001,217.6,0.8571,False,
F033048,2024-03-11,spam,low,downrank,REV004,12.3,0.8548,False,
F033049,2024-03-11,sexual_content,low,allow,REV011,2.3,0.8728,False,
F033050,2024-03-11,sexual_content,medium,human_review,REV001,74.5,0.8431,False,
F033051,2024-03-11,sexual_content,critical,auto_block,REV006,7.6,0.8752,False,
F033052,2024-03-11,sexual_content,high,human_review,REV016,9.1,0.7993,False,
F033053,2024-03-11,sexual_content,medium,human_review,REV018,38.1,0.8692,False,
F033054,2024-03-11,sexual_content,critical,auto_block,REV020,6.6,0.8338,False,
F033055,2024-03-11,sexual_content,medium,downrank,REV001,11.5,0.8357,False,
F033056,2024-03-11,sexual_content,low,allow,REV005,1.7,0.8154,False,
F033057,2024-03-11,sexual_content,low,allow,REV019,44.1,0.7974,False,
F033058,2024-03-11,sexual_content,medium,downrank,REV011,39.1,0.8318,False,
F033059,2024-03-11,sexual_content,high,auto_block,REV008,13.5,0.8845,False,
F033060,2024-03-11,sexual_content,medium,downrank,REV009,2.0,0.7302,False,
F033061,2024-03-11,sexual_content,low,downrank,REV020,62.8,0.7806,False,
F033062,2024-03-11,sexual_content,medium,human_review,REV005,4.1,0.8251,False,
F033063,2024-03-11,sexual_content,medium,downrank,REV005,26.0,0.7129,False,
F033064,2024-03-11,sexual_content,high,auto_block,REV013,22.1,0.8391,False,
F033065,2024-03-11,sexual_content,low,allow,REV017,44.3,0.7099,False,
F033066,2024-03-11,sexual_content,low,downrank,REV010,8.9,0.7751,False,
F033067,2024-03-11,sexual_content,medium,downrank,REV012,22.9,0.7774,False,
F033068,2024-03-11,sexual_content,high,auto_block,REV015,11.6,0.8471,False,
F033069,2024-03-11,sexual_content,low,allow,REV001,66.9,0.878,False,
F033070,2024-03-11,sexual_content,medium,human_review,REV018,2.9,0.8013,False,
F033071,2024-03-11,sexual_content,medium,human_review,REV006,36.5,0.7446,False,
F033072,2024-03-11,sexual_content,critical,auto_block,REV019,9.3,0.8401,False,
F033073,2024-03-11,sexual_content,low,allow,REV009,51.4,0.7881,False,
F033074,2024-03-11,sexual_content,low,allow,REV004,21.8,0.8873,False,
F033075,2024-03-11,sexual_content,low,allow,REV002,62.7,0.8508,False,
F033076,2024-03-11,sexual_content,medium,downrank,REV008,3.2,0.8274,False,
F033077,2024-03-11,sexual_content,high,human_review,REV015,4.1,0.9002,False,
F033078,2024-03-11,sexual_content,high,auto_block,REV015,6.9,0.8803,False,
F033079,2024-03-11,sexual_content,low,downrank,REV014,42.9,0.7332,False,
F033080,2024-03-11,sexual_content,high,human_review,REV005,3.2,0.8462,False,
F033081,2024-03-11,self_harm,medium,human_review,REV016,28.3,0.8948,False,
F033082,2024-03-11,self_harm,high,auto_block,REV016,5.1,0.8655,False,
F033083,2024-03-11,self_harm,low,allow,REV007,24.0,0.764,False,
F033084,2024-03-11,self_harm,medium,downrank,REV016,57.3,0.8648,False,
F033085,2024-03-11,self_harm,low,allow,REV009,6.4,0.8669,False,
F033086,2024-03-11,self_harm,low,downrank,REV007,10.9,0.8745,False,
F033087,2024-03-11,self_harm,medium,downrank,REV018,3.9,0.7405,False,
F033088,2024-03-11,self_harm,low,allow,REV007,5.8,0.7767,False,
F033089,2024-03-11,self_harm,medium,downrank,REV004,17.2,0.8135,False,
F033090,2024-03-11,self_harm,medium,human_review,REV010,17.5,0.789,False,
F033091,2024-03-11,self_harm,low,allow,REV012,181.9,0.8457,False,
F033092,2024-03-11,self_harm,medium,downrank,REV020,68.8,0.7467,False,
F033093,2024-03-11,self_harm,low,allow,REV010,72.9,0.866,False,
F033094,2024-03-11,self_harm,high,auto_block,REV014,7.9,0.7839,False,
F033095,2024-03-11,self_harm,medium,human_review,REV007,15.3,0.8216,False,
F033096,2024-03-11,self_harm,critical,auto_block,REV009,8.1,0.8622,False,
F033097,2024-03-11,self_harm,low,downrank,REV007,41.0,0.8666,False,
F033098,2024-03-11,self_harm,high,human_review,REV003,31.7,0.7928,False,
F033099,2024-03-11,self_harm,low,downrank,REV002,5.9,0.7644,False,
F033100,2024-03-11,self_harm,low,allow,REV004,114.5,0.8026,False,
F033101,2024-03-11,self_harm,low,downrank,REV012,26.0,0.7975,False,
F033102,2024-03-11,self_harm,high,auto_block,REV016,1.1,0.8103,False,
F033103,2024-03-11,self_harm,medium,downrank,REV010,33.9,0.8064,False,
F033104,2024-03-11,self_harm,low,allow,REV001,56.0,0.756,False,
F033105,2024-03-11,self_harm,low,allow,REV015,83.7,0.7977,False,
F033106,2024-03-11,self_harm,critical,human_review,REV016,4.5,0.7323,False,
F033107,2024-03-11,self_harm,critical,auto_block,REV003,4.9,0.8389,False,
F033108,2024-03-11,self_harm,low,allow,REV013,85.1,0.7739,False,
F033109,2024-03-11,self_harm,medium,downrank,REV013,52.2,0.7958,False,
F033110,2024-03-11,self_harm,low,downrank,REV004,20.6,0.8168,False,
F033111,2024-03-11,self_harm,high,human_review,REV013,2.6,0.8125,False,
F033112,2024-03-11,self_harm,medium,downrank,REV010,12.9,0.8256,False,
F033113,2024-03-11,self_harm,low,downrank,REV011,9.5,0.7692,False,
F033114,2024-03-11,self_harm,low,allow,REV019,6.9,0.7706,False,
F033115,2024-03-11,self_harm,medium,human_review,REV007,5.1,0.742,False,
F033116,2024-03-11,self_harm,low,allow,REV003,0.7,0.7921,False,
F033117,2024-03-11,self_harm,high,auto_block,REV008,2.5,0.8536,False,
F033118,2024-03-11,fraud,low,allow,REV018,57.9,0.8188,False,
F033119,2024-03-11,fraud,low,downrank,REV003,29.4,0.8393,False,
F033120,2024-03-11,fraud,medium,human_review,REV017,16.7,0.8005,False,
F033121,2024-03-11,fraud,high,auto_block,REV005,13.7,0.8051,False,
F033122,2024-03-11,fraud,medium,human_review,REV002,36.0,0.8165,False,
F033123,2024-03-11,fraud,medium,downrank,REV003,31.1,0.7771,False,
